company,issuer_name,fund,registrant,series_id,cik,accession,report_date,units,balance,val_usd,price_per_share,pct_val,asset_cat,fair_val_level,restricted,cusip
Epic Games,"MWLSV Epic Games-II, LLC (invested in Epic Games, Inc., Common Stock)",Destiny Tech100 Inc.,Destiny Tech100 Inc.,,1843974,0000894189-26-007429,2025-12-31,NS,4946.000000000000,2202948.400000000000,445.4000,0.5029055151,,3,Y,N/A
Epic Games,"Epic Games, Inc.","FUNDRISE GROWTH TECH FUND, LLC","FUNDRISE GROWTH TECH FUND, LLC",,1867090,0001867090-26-000014,2025-12-31,NS,42963.00000000,19179610.00000000,446.4216,4.384550944757,,3,Y,N/A
SpaceX,SPACE EXPLORATION TECHNOLOGIES CORP,Fidelity Blue Chip Growth Fund,Fidelity Securities Fund,S000007195,754510,0000035402-26-004040,2026-04-30,NS,25767.00000000,135686445.30000000,5265.9000,0.142352927118,EP,3,Y,N/A
SpaceX,SPACE EXPLORATION TECHNOLOGIES CORP,Fidelity Blue Chip Growth Fund,Fidelity Securities Fund,S000007195,754510,0000035402-26-004040,2026-04-30,NS,79406.00000000,418144055.40000000,5265.9000,0.438688110014,EP,3,Y,N/A
SpaceX,SPACE EXPLORATION TECHNOLOGIES CORP,Fidelity Blue Chip Growth Fund,Fidelity Securities Fund,S000007195,754510,0000035402-26-004040,2026-04-30,NS,98074.00000000,516447876.60000000,5265.9000,0.541821747746,EP,3,Y,N/A
SpaceX,SPACE EXPLORATION TECHNOLOGIES CORP,Fidelity Blue Chip Growth Fund,Fidelity Securities Fund,S000007195,754510,0000035402-26-004040,2026-04-30,NS,104067.00000000,54800641.53000000,526.5900,0.057493080554,EC,3,Y,N/A
SpaceX,SPACE EXPLORATION TECHNOLOGIES CORP,Fidelity Blue Chip Growth Fund,Fidelity Securities Fund,S000007195,754510,0000035402-26-004040,2026-04-30,NS,3749446.00000000,1974420769.14000000,526.5900,2.071427070170,EC,3,Y,N/A
SpaceX,SPACE EXPLORATION TECHNOLOGIES CORP,Fidelity Blue Chip Growth Fund,Fidelity Securities Fund,S000007195,754510,0000035402-26-004040,2026-04-30,NS,5376.00000000,28309478.40000000,5265.9000,0.029700366212,EP,3,Y,N/A
SpaceX,"MWAM VC SpaceX-II, LLC (economic exposure to Space Exploration Technologies Corp., 55% Class A Common Stock and 45% Class C Common Stock)",Destiny Tech100 Inc.,Destiny Tech100 Inc.,,1843974,0000894189-26-016628,2026-03-31,NS,42857.000000000000,20738073.730000000000,483.8900,2.7711324478,,3,Y,N/A
SpaceX,"Snowpoint Growth 2.6, LLC (invested in Space Exploration Technologies Corp. Class B Common Stock)",Destiny Tech100 Inc.,Destiny Tech100 Inc.,,1843974,0000894189-26-016628,2026-03-31,NS,28486.000000000000,15071942.600000000000,529.1000,2.0139936685,,3,Y,N/A
SpaceX,"DXYZ SpaceX I LLC (economic exposure to Space Exploration Technologies Corp., 96% Common units & stock eq.;3% Series E, 1% Series C preferred shares)",Destiny Tech100 Inc.,Destiny Tech100 Inc.,,1843974,0000894189-26-016628,2026-03-31,NS,135135.000000000000,71499928.500000000000,529.1000,9.5542032718,,3,Y,N/A
